"Disease","Country","State","County","ADMcode","Year","NumCases","AnyCases","Longitude","Latitude","ForestProportion","UrbanProportion","Fragmentation","BiodivIntactness","TravelTimeToHealthcare","Population","logPopulation","UnemploymentRate","MedianHouseholdIncome","Tmean_JunJul","Tmean_JanFeb","Tmean_Annual","Precip_Annual","Precip_JanFeb","Precip_JunJul"
"Lyme disease","USA","NEW YORK","Albany (NEW YORK)","36_1",2012,114,1,-73.9737379725212,42.6001128538529,0.672986779959597,0.102076988165433,3.46545577049255,0.914670765399933,13.1410245895386,303299,12.6224743966056,4.4,"76997",20.8213134765625,-1.15621032714841,10.0964726765951,1004.824,57.912,82.296
"Lyme disease","USA","NEW YORK","Albany (NEW YORK)","36_1",2013,123,1,-73.9737379725212,42.6001128538529,0.672986779959597,0.102076988165433,3.46545577049255,0.914670765399933,13.1410245895386,303299,12.6224743966056,4.4,"76997",20.3998504638672,-4.03240051269529,8.15319976806643,1117.346,57.15,153.416
"Lyme disease","USA","NEW YORK","Albany (NEW YORK)","36_1",2014,104,1,-73.9737379725212,42.6001128538529,0.672986779959597,0.102076988165433,3.46545577049255,0.914670765399933,13.1410245895386,303299,12.6224743966056,4.4,"76997",19.9335876464844,-6.99858703613279,7.64751078287763,1098.042,70.104,132.715
"Lyme disease","USA","NEW YORK","Albany (NEW YORK)","36_1",2015,129,1,-73.9737379725212,42.6001128538529,0.672986779959597,0.102076988165433,3.46545577049255,0.914670765399933,13.1410245895386,303299,12.6224743966056,4.4,"76997",19.3850952148438,-9.51846923828123,8.43654022216799,1032.256,55.118,143.383
"Lyme disease","USA","NEW YORK","Albany (NEW YORK)","36_1",2016,53,1,-73.9737379725212,42.6001128538529,0.672986779959597,0.102076988165433,3.46545577049255,0.914670765399933,13.1410245895386,303299,12.6224743966056,4.4,"76997",20.9546752929688,-2.43167724609373,9.69212239583336,969.518,77.343,79.629
"Lyme disease","USA","NEW YORK","Albany (NEW YORK)","36_1",2017,155,1,-73.9737379725212,42.6001128538529,0.672986779959597,0.102076988165433,3.46545577049255,0.914670765399933,13.1410245895386,303299,12.6224743966056,4.4,"76997",19.2980285644531,-1.29691162109373,8.89697418212893,1203.452,81.28,128.143
"Lyme disease","USA","NEW YORK","Albany (NEW YORK)","36_1",2018,116,1,-73.9737379725212,42.6001128538529,0.672986779959597,0.102076988165433,3.46545577049255,0.914670765399933,13.1410245895386,303299,12.6224743966056,4.4,"76997",20.822900390625,-3.1462463378906,8.74295196533205,1234.186,84.201,100.33
"Lyme disease","USA","NEW YORK","Albany (NEW YORK)","36_1",2019,143,1,-73.9737379725212,42.6001128538529,0.672986779959597,0.102076988165433,3.46545577049255,0.914670765399933,13.1410245895386,303299,12.6224743966056,4.4,"76997",20.3100982666016,-4.57164611816404,8.38527069091799,1224.788,90.805,110.236
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2000,0,0,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",17.3840728759766,-4.97543945312498,6.73860829671226,1174.75,78.486,122.809
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2001,1,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",17.8302551269531,-4.41524353027341,7.84340565999351,867.156,48.641,84.963
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2002,1,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",19.1319213867188,-2.08597412109373,7.79877115885419,1106.678,57.023,94.488
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2003,2,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",17.3110443115235,-8.66452636718748,6.41712086995445,1219.708,63.881,109.347
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2004,2,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",17.1117950439453,-8.0470031738281,7.00635681152346,1147.318,47.371,113.792
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2005,1,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",20.4475189208985,-5.51430358886716,7.40603790283205,1189.99,76.708,97.409
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2006,0,0,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",18.6101623535156,-2.30510559082029,8.10124867757164,1242.06,77.343,157.099
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2007,1,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",18.6233001708985,-6.25421752929685,7.56265920003257,1129.538,81.153,96.774
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2008,2,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",18.8189178466797,-4.57839050292966,6.97693786621096,1212.342,93.218,125.73
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2009,6,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",16.6666198730469,-6.90457763671873,6.7888605753581,1076.198,53.467,133.858
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2010,6,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",19.7265411376953,-5.99918212890623,7.77158762613935,1115.822,65.151,121.793
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2011,3,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",19.8226867675781,-6.47136535644529,7.88436533610028,1415.034,70.358,86.36
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2012,4,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",19.5041900634766,-2.38620605468748,8.94293365478518,1004.824,57.912,82.296
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2013,3,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",18.547738647461,-4.80965270996091,7.03477376302086,1117.346,57.15,153.416
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2014,1,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",17.9433380126953,-8.6638244628906,6.19465281168622,1098.042,70.104,132.715
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2015,6,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",18.0325103759766,-10.3106903076172,7.29001515706382,1032.256,55.118,143.383
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2016,4,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",19.6382080078125,-4.13405456542966,8.64136912027997,969.518,77.343,79.629
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2017,14,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",18.4060455322266,-1.47623291015623,8.23751475016278,1203.452,81.28,128.143
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2018,5,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",19.1202331542969,-3.83566894531248,7.66463623046877,1234.186,84.201,100.33
"Lyme disease","USA","NEW YORK","Allegany (NEW YORK)","36_3",2019,14,1,-78.0275637546712,42.2571704951201,0.715304776310471,0.0197298524589259,3.20543599128723,0.88236129283905,16.7454433441162,48975,10.7990652428127,6.5,"55466",18.6287628173828,-5.2426818847656,7.41622823079429,1224.788,90.805,110.236
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2000,14,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",21.1426330566406,-0.997396850585915,10.7216150919597,1174.75,78.486,122.809
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2001,8,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",21.9068542480469,-1.50491943359373,11.7822891235352,867.156,48.641,84.963
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2002,9,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",23.2675720214844,2.40691528320315,12.2480509440104,1106.678,57.023,94.488
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2003,20,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",21.3947692871094,-4.39552917480466,10.305675760905,1219.708,63.881,109.347
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2004,28,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",21.7871643066406,-3.34132995605466,11.0599227905274,1147.318,47.371,113.792
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2005,27,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",23.2084442138672,-1.50543823242185,11.4349405924479,1189.99,76.708,97.409
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2006,18,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",22.8950439453125,1.48531494140627,12.35865427653,1242.06,77.343,157.099
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2007,33,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",22.5644622802735,-0.672216796874977,11.7539204915365,1129.538,81.153,96.774
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2008,73,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",23.920297241211,0.985101318359398,11.8579676310222,1212.342,93.218,125.73
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2009,74,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",20.6634307861328,-1.73734130859373,11.0234390258789,1076.198,53.467,133.858
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2010,57,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",25.0389953613281,-1.53664245605466,12.3374903361003,1115.822,65.151,121.793
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2011,39,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",23.6519409179688,-2.10263671874998,12.0962209065755,1415.034,70.358,86.36
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2012,32,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",23.398080444336,2.15279541015627,12.9600234985352,1004.824,57.912,82.296
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2013,47,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",23.3729644775391,-0.160894775390602,11.4613510131836,1117.346,57.15,153.416
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2014,49,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",22.3030029296875,-3.56069030761716,10.705339050293,1098.042,70.104,132.715
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2015,46,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",22.3001647949219,-5.22055664062498,11.5818572998047,1032.256,55.118,143.383
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2016,51,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",23.3509155273438,0.372109985351585,12.4884963989258,969.518,77.343,79.629
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2017,47,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",22.4870391845703,2.21036682128909,12.0937591552735,1203.452,81.28,128.143
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2018,34,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",22.7722869873047,0.845819091796898,11.9426411946615,1234.186,84.201,100.33
"Lyme disease","USA","NEW YORK","Bronx (NEW YORK)","36_5",2019,25,1,-73.8659830162244,40.8500142519093,0.123822875820751,0.717228298281666,5.20261716842651,0.483152717351913,0.486877471208572,1377181,14.1355492142433,7.6,"45864",23.1492706298828,0.0980773925781477,11.8544860839844,1224.788,90.805,110.236
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2000,5,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",17.6400848388672,-4.94379272460935,7.28673960367841,1174.75,78.486,122.809
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2001,0,0,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",18.3605743408203,-4.39143981933591,8.38675842285159,867.156,48.641,84.963
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2002,1,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",19.72451171875,-1.01898803710935,8.62447255452476,1106.678,57.023,94.488
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2003,5,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",18.2214141845703,-8.05962219238279,7.0867375691732,1219.708,63.881,109.347
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2004,5,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",18.0227905273438,-7.8591369628906,7.61373036702476,1147.318,47.371,113.792
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2005,11,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",21.5698181152344,-5.39621582031248,8.29744364420575,1189.99,76.708,97.409
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2006,4,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",19.66787109375,-1.45865478515623,9.0598337809245,1242.06,77.343,157.099
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2007,3,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",19.4167572021485,-5.30693664550779,8.1960159301758,1129.538,81.153,96.774
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2008,19,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",20.3659149169922,-3.46488037109373,8.22615712483726,1212.342,93.218,125.73
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2009,24,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",17.7589508056641,-6.36870422363279,7.69578704833987,1076.198,53.467,133.858
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2010,22,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",20.5923858642578,-5.10585632324216,8.66859588623049,1115.822,65.151,121.793
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2011,62,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",20.3654418945313,-5.94765319824216,8.62534993489586,1415.034,70.358,86.36
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2012,64,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",20.2779937744141,-1.40074768066404,9.76117858886721,1004.824,57.912,82.296
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2013,109,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",19.9648681640625,-3.9836486816406,8.020160929362,1117.346,57.15,153.416
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2014,65,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",19.592919921875,-7.85722961425779,7.17605234781903,1098.042,70.104,132.715
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2015,47,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",19.0667663574219,-9.29790344238279,8.18388519287112,1032.256,55.118,143.383
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2016,63,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",20.4666381835938,-3.05609741210935,9.25951792399091,969.518,77.343,79.629
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2017,100,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",19.1240783691406,-1.28046264648435,8.78621063232424,1203.452,81.28,128.143
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2018,56,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",19.9889465332031,-3.36467590332029,8.35454203287763,1234.186,84.201,100.33
"Lyme disease","USA","NEW YORK","Broome (NEW YORK)","36_7",2019,76,1,-75.8193472456646,42.1602272526435,0.719776512440376,0.0502852971242405,3.07892370223999,0.92026424407959,10.5951061248779,200421,12.2081754331219,6,"60533",19.5976196289063,-4.68706359863279,8.1278498331706,1224.788,90.805,110.236
"Lyme disease","USA","NEW YORK","Cattaraugus (NEW YORK)","36_9",2000,0,0,-78.678891642059,42.2484769158153,0.738591883806886,0.0149352931085019,3.2515184879303,0.885600209236145,13.6658821105957,79782,11.2870531940848,6.3,"52383",17.6567321777344,-4.61363830566404,7.01711934407554,1174.75,78.486,122.809
"Lyme disease","USA","NEW YORK","Cattaraugus (NEW YORK)","36_9",2001,0,0,-78.678891642059,42.2484769158153,0.738591883806886,0.0149352931085019,3.2515184879303,0.885600209236145,13.6658821105957,79782,11.2870531940848,6.3,"52383",18.097802734375,-4.44051208496091,8.02034403483075,867.156,48.641,84.963
"Lyme disease","USA","NEW YORK","Cattaraugus (NEW YORK)","36_9",2002,0,0,-78.678891642059,42.2484769158153,0.738591883806886,0.0149352931085019,3.2515184879303,0.885600209236145,13.6658821105957,79782,11.2870531940848,6.3,"52383",19.4701171875,-2.00946655273435,8.01794840494794,1106.678,57.023,94.488
"Lyme disease","USA","NEW YORK","Cattaraugus (NEW YORK)","36_9",2003,0,0,-78.678891642059,42.2484769158153,0.738591883806886,0.0149352931085019,3.2515184879303,0.885600209236145,13.6658821105957,79782,11.2870531940848,6.3,"52383",17.5027557373047,-8.50139465332029,6.63896077473961,1219.708,63.881,109.347
"Lyme disease","USA","NEW YORK","Cattaraugus (NEW YORK)","36_9",2004,0,0,-78.678891642059,42.2484769158153,0.738591883806886,0.0149352931085019,3.2515184879303,0.885600209236145,13.6658821105957,79782,11.2870531940848,6.3,"52383",17.3902221679688,-7.68929138183591,7.2491394042969,1147.318,47.371,113.792
"Lyme disease","USA","NEW YORK","Cattaraugus (NEW YORK)","36_9",2005,0,0,-78.678891642059,42.2484769158153,0.738591883806886,0.0149352931085019,3.2515184879303,0.885600209236145,13.6658821105957,79782,11.2870531940848,6.3,"52383",20.5601287841797,-5.23184814453123,7.6156682332357,1189.99,76.708,97.409
"Lyme disease","USA","NEW YORK","Cattaraugus (NEW YORK)","36_9",2006,0,0,-78.678891642059,42.2484769158153,0.738591883806886,0.0149352931085019,3.2515184879303,0.885600209236145,13.6658821105957,79782,11.2870531940848,6.3,"52383",18.7636199951172,-2.20242919921873,8.25154520670575,1242.06,77.343,157.099
